property_ID,locality_name,postal_code,type,subtype,price (€),number_of_bedrooms,living_area (m²),"equiped_kitchen (yes:1, no:0)","furnished (yes:1, no:0)","open_fire (yes:1, no:0)","terrace (yes:1, no:0)",terrace_area (m²),"garden (yes:1, no:0)",number_facades,"swimming_pool (yes:1, no:0)",state_of_building,province,price_per_m2,region,municipality
RBU60635,Lange Leemstraat 374,2018,Apartment,Apartment,308000,2,80,0,0,0,1,6,0,2,0,New,Antwerp,3850,Flanders,Antwerpen
RBU60633,Lange Leemstraat 374,2018,Apartment,Apartment,311000,2,81,0,0,0,1,6,0,2,0,New,Antwerp,3839.506173,Flanders,Antwerpen
RBU60623,Lange Leemstraat 374,2018,Apartment,Apartment,318000,2,97,0,0,0,1,5,0,2,0,New,Antwerp,3278.350515,Flanders,Antwerpen
RBU60637,Lange Leemstraat 374,2018,Apartment,Apartment,344000,2,87,0,0,0,1,34,0,2,0,New,Antwerp,3954.022989,Flanders,Antwerpen
RBU60639,Lange Leemstraat 374,2018,Apartment,Apartment,349000,2,103,0,0,0,1,13,0,2,0,New,Antwerp,3388.349515,Flanders,Antwerpen
RBU60640,Lange Leemstraat 374,2018,Apartment,Apartment,399000,2,135,0,0,0,0,,0,2,0,New,Antwerp,2955.555556,Flanders,Antwerpen
RBU60625,Lange Leemstraat 374,2018,Apartment,Apartment,799000,2,171,0,0,0,1,12,0,2,0,New,Antwerp,4672.51462,Flanders,Antwerpen
RBU60644,Lange Leemstraat 374,2018,Apartment,Apartment,355000,3,107,0,0,0,1,8,0,2,0,New,Antwerp,3317.757009,Flanders,Antwerpen
RBU60641,Lange Leemstraat 374,2018,Apartment,Apartment,359000,3,110,0,0,0,1,8,0,2,0,New,Antwerp,3263.636364,Flanders,Antwerpen
RBU60645,Lange Leemstraat 374,2018,Apartment,Apartment,375000,3,103,0,0,0,1,,1,2,0,New,Antwerp,3640.776699,Flanders,Antwerpen
RBU60642,Lange Leemstraat 374,2018,Apartment,Apartment,425000,3,118,0,0,0,1,,1,2,0,New,Antwerp,3601.694915,Flanders,Antwerpen
RBU60630,Lange Leemstraat 374,2018,Apartment,Apartment,498000,3,139,0,0,0,1,60,0,2,0,New,Antwerp,3582.733813,Flanders,Antwerpen
RBU60636,Lange Leemstraat 374,2018,Apartment,Apartment,499000,3,118,0,0,0,1,27,0,2,0,New,Antwerp,4228.813559,Flanders,Antwerpen
RBU60643,Lange Leemstraat 374,2018,Apartment,Apartment,710000,3,171,0,0,0,1,14,0,2,0,New,Antwerp,4152.046784,Flanders,Antwerpen
RBU60624,Lange Leemstraat 374,2018,Apartment,Apartment,975000,3,286,0,0,0,1,24,0,2,0,New,Antwerp,3409.090909,Flanders,Antwerpen
RBU58895,Heiken,2870,House,Residence,440000,3,198,0,0,0,1,13,1,2,0,New,Antwerp,2222.222222,Flanders,Puurs-Sint-Amands
RBU58894,Heiken,2870,House,Residence,450000,3,208,0,0,0,1,16,1,2,0,New,Antwerp,2163.461538,Flanders,Puurs-Sint-Amands
RBU58892,Heiken,2870,House,Residence,480000,3,186,0,0,0,1,13,1,3,0,New,Antwerp,2580.645161,Flanders,Puurs-Sint-Amands
RBU58891,Heiken,2870,House,Residence,480000,3,182,0,0,0,1,13,1,3,0,New,Antwerp,2637.362637,Flanders,Puurs-Sint-Amands
RBU58898,Heiken,2870,House,Residence,495000,3,201,0,0,0,1,16,1,3,0,New,Antwerp,2462.686567,Flanders,Puurs-Sint-Amands
RBU58897,Heiken,2870,House,Residence,495000,3,200,0,0,0,1,15,1,3,0,New,Antwerp,2475,Flanders,Puurs-Sint-Amands
RBU58896,Heiken,2870,House,Residence,495000,3,205,0,0,0,1,15,1,3,0,New,Antwerp,2414.634146,Flanders,Puurs-Sint-Amands
RBU58893,Heiken,2870,House,Residence,495000,3,202,0,0,0,1,13,1,3,0,New,Antwerp,2450.49505,Flanders,Puurs-Sint-Amands
RBU58899,Heiken,2870,House,Residence,510000,3,210,0,0,0,1,16,1,3,0,New,Antwerp,2428.571429,Flanders,Puurs-Sint-Amands
RBU58900,Heiken,2870,House,Residence,560000,3,254,0,0,0,1,20,1,3,0,New,Antwerp,2204.724409,Flanders,Puurs-Sint-Amands
RBU51436,Peperstraat 34-36,2440,Apartment,Apartment,223000,1,65,0,0,0,1,16,0,2,0,New,Antwerp,3430.769231,Flanders,Geel
RBU51434,Peperstraat 34-36,2440,Apartment,Apartment,228150,1,67,0,0,0,1,16,0,2,0,New,Antwerp,3405.223881,Flanders,Geel
RBU51400,Peperstraat 34-36,2440,Apartment,Apartment,238400,1,71,0,0,0,1,19,0,2,0,New,Antwerp,3357.746479,Flanders,Geel
RBU51382,Peperstraat 34-36,2440,Apartment,Apartment,248300,1,80,0,0,0,1,9,0,2,0,New,Antwerp,3103.75,Flanders,Geel
RBU51385,Peperstraat 34-36,2440,Apartment,Apartment,253300,1,79,0,0,0,1,9,0,2,0,New,Antwerp,3206.329114,Flanders,Geel
RBU51401,Peperstraat 34-36,2440,Apartment,Apartment,254000,1,81,0,0,0,1,28,0,2,0,New,Antwerp,3135.802469,Flanders,Geel
RBU51447,Peperstraat 34-36,2440,Apartment,Apartment,248300,2,77,0,0,0,1,12,0,2,0,New,Antwerp,3224.675325,Flanders,Geel
RBU51441,Peperstraat 34-36,2440,Apartment,Apartment,248300,2,82,0,0,0,1,6,0,2,0,New,Antwerp,3028.04878,Flanders,Geel
RBU51440,Peperstraat 34-36,2440,Apartment,Apartment,248300,2,76,0,0,0,1,12,0,2,0,New,Antwerp,3267.105263,Flanders,Geel
RBU51439,Peperstraat 34-36,2440,Apartment,Apartment,248350,2,77,0,0,0,1,12,0,2,0,New,Antwerp,3225.324675,Flanders,Geel
RBU51455,Peperstraat 34-36,2440,Apartment,Apartment,258400,2,79,0,0,0,1,12,0,2,0,New,Antwerp,3270.886076,Flanders,Geel
RBU51453,Peperstraat 34-36,2440,Apartment,Apartment,258450,2,79,0,0,0,1,12,0,2,0,New,Antwerp,3271.518987,Flanders,Geel
RBU51443,Peperstraat 34-36,2440,Apartment,Apartment,258450,2,80,0,0,0,1,12,0,2,0,New,Antwerp,3230.625,Flanders,Geel
RBU51449,Peperstraat 34-36,2440,Apartment,Apartment,258500,2,82,0,0,0,1,12,0,2,0,New,Antwerp,3152.439024,Flanders,Geel
RBU51435,Peperstraat 34-36,2440,Apartment,Apartment,258500,2,77,0,0,0,1,16,0,2,0,New,Antwerp,3357.142857,Flanders,Geel
RBU51433,Peperstraat 34-36,2440,Apartment,Apartment,263600,2,80,0,0,0,1,17,0,2,0,New,Antwerp,3295,Flanders,Geel
RBU51387,Peperstraat 34-36,2440,Apartment,Apartment,293800,2,92,0,0,0,1,10,0,2,0,New,Antwerp,3193.478261,Flanders,Geel
RBU51397,Peperstraat 34-36,2440,Apartment,Apartment,294150,2,84,0,0,0,1,27,0,2,0,New,Antwerp,3501.785714,Flanders,Geel
RBU51384,Peperstraat 34-36,2440,Apartment,Apartment,298850,2,93,0,0,0,1,10,0,2,0,New,Antwerp,3213.44086,Flanders,Geel
RBU51406,Peperstraat 34-36,2440,Apartment,Apartment,319200,2,100,0,0,0,1,13,0,2,0,New,Antwerp,3192,Flanders,Geel
RBU51414,Peperstraat 34-36,2440,Apartment,Apartment,319250,2,100,0,0,0,1,13,0,2,0,New,Antwerp,3192.5,Flanders,Geel
RBU51429,Peperstraat 34-36,2440,Apartment,Apartment,329350,2,103,0,0,0,1,13,0,2,0,New,Antwerp,3197.572816,Flanders,Geel
RBU51426,Peperstraat 34-36,2440,Apartment,Apartment,329400,2,100,0,0,0,1,18,0,2,0,New,Antwerp,3294,Flanders,Geel
RBU51423,Peperstraat 34-36,2440,Apartment,Apartment,329400,2,100,0,0,0,1,17,0,2,0,New,Antwerp,3294,Flanders,Geel
RBU51420,Peperstraat 34-36,2440,Apartment,Apartment,329450,2,101,0,0,0,1,17,0,2,0,New,Antwerp,3261.881188,Flanders,Geel
RBU51411,Peperstraat 34-36,2440,Apartment,Apartment,334500,2,103,0,0,0,1,17,0,2,0,New,Antwerp,3247.572816,Flanders,Geel
RBU51425,Peperstraat 34-36,2440,Apartment,Apartment,334600,2,100,0,0,0,1,23,0,2,0,New,Antwerp,3346,Flanders,Geel
RBU51424,Peperstraat 34-36,2440,Apartment,Apartment,334600,2,106,0,0,0,1,13,0,2,0,New,Antwerp,3156.603774,Flanders,Geel
RBU51415,Peperstraat 34-36,2440,Apartment,Apartment,339450,2,106,0,0,0,1,13,0,2,0,New,Antwerp,3202.358491,Flanders,Geel
RBU51432,Peperstraat 34-36,2440,Apartment,Apartment,339550,2,103,0,0,0,1,18,0,2,0,New,Antwerp,3296.601942,Flanders,Geel
RBU51431,Peperstraat 34-36,2440,Apartment,Apartment,339550,2,100,0,0,0,1,18,0,2,0,New,Antwerp,3395.5,Flanders,Geel
RBU51399,Peperstraat 34-36,2440,Apartment,Apartment,339850,2,99,0,0,0,1,31,0,2,0,New,Antwerp,3432.828283,Flanders,Geel
RBU51430,Peperstraat 34-36,2440,Apartment,Apartment,344600,2,106,0,0,0,1,17,0,2,0,New,Antwerp,3250.943396,Flanders,Geel
RBU51383,Peperstraat 34-36,2440,Apartment,Apartment,344700,2,104,0,0,0,1,21,0,2,0,New,Antwerp,3314.423077,Flanders,Geel
RBU51386,Peperstraat 34-36,2440,Apartment,Apartment,349700,2,104,0,0,0,1,21,0,2,0,New,Antwerp,3362.5,Flanders,Geel
RBU51402,Peperstraat 34-36,2440,Apartment,Apartment,349850,2,103,0,0,0,1,28,0,2,0,New,Antwerp,3396.601942,Flanders,Geel
RBU51392,Peperstraat 34-36,2440,Apartment,Apartment,354700,2,109,0,0,0,1,17,0,2,0,New,Antwerp,3254.12844,Flanders,Geel
RBU51421,Peperstraat 34-36,2440,Apartment,Apartment,354850,2,109,0,0,0,1,22,0,2,0,New,Antwerp,3255.504587,Flanders,Geel
RBU51413,Peperstraat 34-36,2440,Apartment,Apartment,354900,2,109,0,0,0,1,22,0,2,0,New,Antwerp,3255.963303,Flanders,Geel
RBU51395,Peperstraat 34-36,2440,Apartment,Apartment,359700,2,109,0,0,0,1,17,0,2,0,New,Antwerp,3300,Flanders,Geel
RBU51398,Peperstraat 34-36,2440,Apartment,Apartment,365100,2,109,0,0,0,1,28,0,2,0,New,Antwerp,3349.541284,Flanders,Geel
RBU51391,Peperstraat 34-36,2440,Apartment,Apartment,380000,2,117,0,0,0,1,17,0,2,0,New,Antwerp,3247.863248,Flanders,Geel
RBU51388,Peperstraat 34-36,2440,Apartment,Apartment,380000,2,118,0,0,0,1,17,0,2,0,New,Antwerp,3220.338983,Flanders,Geel
RBU51394,Peperstraat 34-36,2440,Apartment,Apartment,385000,2,117,0,0,0,1,17,0,2,0,New,Antwerp,3290.598291,Flanders,Geel
RBU51442,Peperstraat 34-36,2440,Apartment,Apartment,293800,3,95,0,0,0,1,7,0,2,0,New,Antwerp,3092.631579,Flanders,Geel
RBU51451,Peperstraat 34-36,2440,Apartment,Apartment,298800,3,95,0,0,0,1,7,0,2,0,New,Antwerp,3145.263158,Flanders,Geel
RBU51393,Peperstraat 34-36,2440,Apartment,Apartment,400600,3,125,0,0,0,1,26,0,2,0,New,Antwerp,3204.8,Flanders,Geel
RBU51396,Peperstraat 34-36,2440,Apartment,Apartment,415600,3,125,0,0,0,1,26,0,2,0,New,Antwerp,3324.8,Flanders,Geel
RBU51403,Peperstraat 34-36,2440,Apartment,Apartment,416000,3,121,0,0,0,1,39,0,2,0,New,Antwerp,3438.016529,Flanders,Geel
RBU51374,Peperstraat 34-37,2440,Apartment,Apartment,430700,3,140,0,0,0,1,13,0,2,0,New,Antwerp,3076.428571,Flanders,Geel
RBU51373,Peperstraat 34-36,2440,Apartment,Apartment,430700,3,140,0,0,0,1,13,0,2,0,New,Antwerp,3076.428571,Flanders,Geel
RBU51375,Peperstraat 34-38,2440,Apartment,Apartment,435700,3,140,0,0,0,1,13,0,2,0,New,Antwerp,3112.142857,Flanders,Geel
RBU48955,de Veldoven 40103,2310,Apartment,Apartment,257000,1,64,0,0,0,1,24,0,4,0,New,Antwerp,4015.625,Flanders,Rijkevorsel
RBU48957,Gammersplein 20103,2310,Apartment,Apartment,287000,1,79,0,0,0,1,11,0,4,0,New,Antwerp,3632.911392,Flanders,Rijkevorsel
RBU48956,de Veldoven 40104,2310,Apartment,Apartment,335000,2,90,0,0,0,1,17,1,4,0,New,Antwerp,3722.222222,Flanders,Rijkevorsel
RBU48953,de Klampoven 10102,2310,Apartment,Apartment,379000,2,109,0,0,0,1,11,0,4,0,New,Antwerp,3477.06422,Flanders,Rijkevorsel
RBU48954,de Klampoven 150102,2310,Apartment,Apartment,465000,2,137,0,0,0,1,13,0,4,0,New,Antwerp,3394.160584,Flanders,Rijkevorsel
RBU48958,Gammersplein 20205,2310,Apartment,Apartment,382000,3,107,0,0,0,1,12,0,4,0,New,Antwerp,3570.093458,Flanders,Rijkevorsel
RBU48655,de Klampoven 11,2310,Apartment,Apartment,567000,3,181,0,0,0,1,36,0,4,0,New,Antwerp,3132.596685,Flanders,Rijkevorsel
RBU60711,Winkelomseheide 158,2440,Apartment,Apartment,200000,2,64,0,0,0,1,18,1,2,0,New,Antwerp,3125,Flanders,Geel
RBU60710,Winkelomseheide 158,2440,Apartment,Apartment,200000,2,63,0,0,0,1,18,1,2,0,New,Antwerp,3174.603175,Flanders,Geel
RBU60708,Winkelomseheide 158,2440,Apartment,Apartment,275000,2,100,0,0,0,1,18,1,2,0,New,Antwerp,2750,Flanders,Geel
RBU60709,Winkelomseheide 158,2440,Apartment,Apartment,285000,2,102,0,0,0,1,18,1,2,0,New,Antwerp,2794.117647,Flanders,Geel
RBU60707,Winkelomseheide 158,2440,Apartment,Apartment,310000,2,100,0,0,0,1,23,1,2,0,New,Antwerp,3100,Flanders,Geel
RBU62748,Minderhoutdorp 21A,2322,House,Residence,545000,3,181,0,0,0,1,13,1,3,0,New,Antwerp,3011.049724,Flanders,
RBU62747,Minderhoutdorp 19,2322,House,Residence,545000,3,168,0,0,0,1,13,1,3,0,New,Antwerp,3244.047619,Flanders,
RBU61020,Olensweg 56,2200,Apartment,Apartment,263000,1,79,0,0,0,1,14,1,4,0,New,Antwerp,3329.113924,Flanders,Herentals
RBU61018,Olenseweg 56,2200,Apartment,Apartment,259000,1,77,0,0,0,1,14,1,4,0,New,Antwerp,3363.636364,Flanders,Herentals
RBU61016,Olenseweg 56,2200,Apartment,Apartment,269000,1,82,0,0,0,1,10,1,4,0,New,Antwerp,3280.487805,Flanders,Herentals
RBU61012,Olenseweg 56,2200,Apartment,Apartment,240000,1,69,0,0,0,1,29,1,4,0,New,Antwerp,3478.26087,Flanders,Herentals
RBU61006,Olenseweg 56,2200,Apartment,Apartment,315000,2,100,0,0,0,1,10,1,4,0,New,Antwerp,3150,Flanders,Herentals
RBU61007,Olenseweg 56,2200,Apartment,Apartment,329000,2,104,0,0,0,1,19,1,4,0,New,Antwerp,3163.461538,Flanders,Herentals
RBU61019,Olenseweg 56,2200,Apartment,Apartment,270000,2,80,0,0,0,1,11,1,4,0,New,Antwerp,3375,Flanders,Herentals
RBU61017,Olenseweg 56,2200,Apartment,Apartment,295000,2,94,0,0,0,1,13,1,4,0,New,Antwerp,3138.297872,Flanders,Herentals
RBU61015,Olenseweg 56,2200,Apartment,Apartment,299000,2,85,0,0,0,1,20,1,4,0,New,Antwerp,3517.647059,Flanders,Herentals
RBU61014,Olensenweg 56,2200,Apartment,Apartment,275000,2,89,0,0,0,1,11,1,4,0,New,Antwerp,3089.88764,Flanders,Herentals
RBU61009,Olenseweg 56,2200,Apartment,Apartment,309000,2,101,0,0,0,1,15,1,4,0,New,Antwerp,3059.405941,Flanders,Herentals
RBU61005,Olensenweg 56,2200,Apartment,Apartment,345000,2,105,0,0,0,1,19,1,4,0,New,Antwerp,3285.714286,Flanders,Herentals
RBU61021,Olenseweg 56,2200,Apartment,Apartment,375000,3,114,0,0,0,1,35,1,4,0,New,Antwerp,3289.473684,Flanders,Herentals
RBU61022,Olenseweg 56,2200,Apartment,Apartment,415000,3,132,0,0,0,1,24,1,4,0,New,Antwerp,3143.939394,Flanders,Herentals
RBU61013,Olenseweg 56,2200,Apartment,Apartment,345000,3,112,0,0,0,1,17,1,4,0,New,Antwerp,3080.357143,Flanders,Herentals
RBU61011,Olensweg 56,2200,Apartment,Apartment,339000,3,104,0,0,0,1,21,1,4,0,New,Antwerp,3259.615385,Flanders,Herentals
RBU61008,Olenseweg 56,2200,Apartment,Apartment,375000,3,124,0,0,0,1,24,1,4,0,New,Antwerp,3024.193548,Flanders,Herentals
RBU45931,Stationsstraat 16,2830,Apartment,Apartment,209000,1,65,0,0,0,1,7,0,4,0,New,Antwerp,3215.384615,Flanders,Willebroek
RBU45936,Stationsstraat 16,2830,Apartment,Apartment,210000,1,65,0,0,0,1,11,0,4,0,New,Antwerp,3230.769231,Flanders,Willebroek
RBU45930,Stationsstraat 16,2830,Apartment,Apartment,220000,1,66,0,0,0,1,20,0,4,0,New,Antwerp,3333.333333,Flanders,Willebroek
RBU45940,Stationsstraat 16,2830,Apartment,Apartment,285000,1,65,0,0,0,1,11,0,4,0,New,Antwerp,4384.615385,Flanders,Willebroek
RBU45932,Stationsstraat 16,2830,Apartment,Apartment,269000,2,82,0,0,0,1,15,1,4,0,New,Antwerp,3280.487805,Flanders,Willebroek
RBU45935,Stationsstraat 16,2830,Apartment,Apartment,280000,2,88,0,0,0,1,9,0,4,0,New,Antwerp,3181.818182,Flanders,Willebroek
RBU45934,Stationsstraat 16,2830,Apartment,Apartment,280000,2,90,0,0,0,1,10,0,4,0,New,Antwerp,3111.111111,Flanders,Willebroek
RBU45933,Stationsstraat 16,2830,Apartment,Apartment,280000,2,90,0,0,0,1,14,1,4,0,New,Antwerp,3111.111111,Flanders,Willebroek
RBU45941,Stationsstraat 16,2830,Apartment,Apartment,285000,2,93,0,0,0,1,11,0,4,0,New,Antwerp,3064.516129,Flanders,Willebroek
RBU45939,Stationsstraat 16,2830,Apartment,Apartment,285000,2,88,0,0,0,1,9,0,4,0,New,Antwerp,3238.636364,Flanders,Willebroek
RBU45938,Stationsstraat 16,2830,Apartment,Apartment,285000,2,90,0,0,0,1,10,0,4,0,New,Antwerp,3166.666667,Flanders,Willebroek
RBU45943,Stationsstraat 16,2830,Apartment,Apartment,515000,3,141,0,0,0,1,51,0,4,0,New,Antwerp,3652.48227,Flanders,Willebroek
RBU66944,Brederodestraat 184-188 V3,2018,Apartment,Apartment,235000,3,100,0,0,0,1,17,0,3,0,To be renovated,Antwerp,2350,Flanders,Antwerpen
RBU66949,Lange Lozanastraat 217A V6,2018,Apartment,Penthouse,465000,2,116,0,0,0,1,7,0,2,0,New,Antwerp,4008.62069,Flanders,Antwerpen
RBU66940,Lange Lozanastraat 217A V5,2018,Apartment,Apartment,450000,2,116,0,0,0,1,7,0,2,0,New,Antwerp,3879.310345,Flanders,Antwerpen
RBU66941,Lange Lozanastraat 217A V6,2018,Apartment,Apartment,465000,2,116,0,0,0,1,7,0,2,0,New,Antwerp,4008.62069,Flanders,Antwerpen
RBU66938,Lange Lozanastraat 217A GLVL,2018,Apartment,Ground floor,650000,3,139,0,0,0,1,24,1,2,0,Normal,Antwerp,4676.258993,Flanders,Antwerpen
RBU66931,Ballaarstraat 98 302,2018,Apartment,Apartment,245000,2,77,0,0,0,1,5,0,2,0,To be renovated,Antwerp,3181.818182,Flanders,Antwerpen
RBU55477,Bassinstraat 10 1.2,2850,Apartment,Apartment,389000,2,136,0,0,0,1,,0,,0,Normal,Antwerp,2860.294118,Flanders,Boom
RBU66937,Pourbusstraat 17 301,2000,Apartment,Apartment,465000,2,102,1,0,0,1,,0,2,0,Excellent,Antwerp,4558.823529,Flanders,Antwerpen
RBU66939,Lange Lozanastraat 217A V4,2018,Apartment,Apartment,440000,2,116,0,0,0,1,7,0,3,0,Normal,Antwerp,3793.103448,Flanders,Antwerpen
RBU66934,Griefjes 10,2270,House,Residence,649000,4,182,0,0,0,1,,1,4,0,Excellent,Antwerp,3565.934066,Flanders,Herenthout
RBU38120,Sterrenstraat 54-56,2500,Apartment,Apartment,269000,1,84,0,0,0,1,11,0,2,0,New,Antwerp,3202.380952,Flanders,Lier
RBU38117,Sterrenstraat 54-56,2500,Apartment,Apartment,274000,1,84,0,0,0,1,11,0,2,0,New,Antwerp,3261.904762,Flanders,Lier
RBU38116,Sterrenstraat 54-56,2500,Apartment,Apartment,279000,1,84,0,0,0,1,12,0,2,0,New,Antwerp,3321.428571,Flanders,Lier
RBU38135,Sterrenstraat 54-56,2500,Apartment,Apartment,344000,2,99,0,0,0,1,39,0,2,0,New,Antwerp,3474.747475,Flanders,Lier
RBU38131,Sterrenstraat 54-56,2500,Apartment,Apartment,459000,2,126,0,0,0,1,31,0,2,0,New,Antwerp,3642.857143,Flanders,Lier
RBU38124,Sterrenstraat 54-56,2500,Apartment,Ground floor,332000,2,97,0,0,0,1,16,1,2,0,New,Antwerp,3422.680412,Flanders,Lier
RBU38134,Sterrenstraat 54-56,2500,Apartment,Ground floor,394000,3,118,0,0,0,1,61,1,2,0,New,Antwerp,3338.983051,Flanders,Lier
RBU38125,Sterrenstraat 54-56,2500,Apartment,Ground floor,384000,3,120,0,0,0,1,37,1,2,0,New,Antwerp,3200,Flanders,Lier
RBU38123,Sterrenstraat 54-56,2500,Apartment,Penthouse,264000,1,74,0,0,0,1,18,0,2,0,New,Antwerp,3567.567568,Flanders,Lier
RBU38119,Sterrenstraat 54-56,2500,Apartment,Penthouse,259000,1,74,0,0,0,1,18,0,2,0,New,Antwerp,3500,Flanders,Lier
RBU38118,Sterrenstraat 54-56,2500,Apartment,Penthouse,279000,1,74,0,0,0,1,21,0,2,0,New,Antwerp,3770.27027,Flanders,Lier
RBU38126,Sterrenstraat 54-56,2500,Apartment,Penthouse,499000,2,140,0,0,0,1,36,0,2,0,New,Antwerp,3564.285714,Flanders,Lier
RBU38137,Sterrenstraat 54-56,2500,Apartment,Penthouse,549000,2,153,0,0,0,1,51,0,2,0,New,Antwerp,3588.235294,Flanders,Lier
RBU40233,Lintsesteenweg 50,2550,House,Residence,446000,3,165,0,0,0,1,7,1,3,0,New,Antwerp,2703.030303,Flanders,Kontich
RBU40225,Lintsesteenweg 50,2550,House,Residence,471000,3,169,0,0,0,1,7,1,3,0,New,Antwerp,2786.982249,Flanders,Kontich
RBU40231,Lintsesteenweg 50,2550,House,Residence,491000,3,169,0,0,0,1,7,1,3,0,New,Antwerp,2905.325444,Flanders,Kontich
RBU40234,Lintsesteenweg 50,2550,House,Residence,459000,3,169,0,0,0,1,7,1,3,0,New,Antwerp,2715.976331,Flanders,Kontich
RBU40223,Lintsesteenweg 50,2550,House,Residence,440000,3,165,0,0,0,1,7,1,3,0,New,Antwerp,2666.666667,Flanders,Kontich
RBU55982,Nijverheidsstraat 1A,2280,House,Residence,421605,3,183,0,0,0,1,16,1,3,0,New,Antwerp,2303.852459,Flanders,Grobbendonk
RBU55983,Nijverheidsstraat 1B,2280,House,Residence,411336,4,171,0,0,0,1,25,1,3,0,New,Antwerp,2405.473684,Flanders,Grobbendonk
RBU55468,Hoge Brugstraat 25,2220,House,Residence,417000,4,183,0,0,0,1,,1,,0,New,Antwerp,2278.688525,Flanders,Heist-op-den-Berg
RBU55460,Hoge Brugstraat 25,2220,House,Residence,444706,4,208,0,0,0,1,,1,,0,New,Antwerp,2138.009615,Flanders,Heist-op-den-Berg
RBU55463,Hoge Brugstraat 25,2220,House,Residence,445000,4,183,0,0,0,1,,1,,0,New,Antwerp,2431.693989,Flanders,Heist-op-den-Berg
RBU55472,Trambruglei,2220,House,Residence,445303,4,183,0,0,0,1,,1,,0,New,Antwerp,2433.349727,Flanders,Heist-op-den-Berg
RBU55467,Hoge Brugstraat 25,2220,House,Residence,455000,4,183,0,0,0,1,,1,,0,New,Antwerp,2486.338798,Flanders,Heist-op-den-Berg
RBU55471,Hoge Brugstraat 25,2220,House,Residence,466978,4,183,0,0,0,1,,1,,0,New,Antwerp,2551.79235,Flanders,Heist-op-den-Berg
RBU55462,Hoge Brugstraat 25,2220,House,Residence,468156,4,183,0,0,0,1,,1,,0,New,Antwerp,2558.229508,Flanders,Heist-op-den-Berg
RBU55461,Hoge Brugstraat 25,2220,House,Residence,470000,4,183,0,0,0,1,,1,,0,New,Antwerp,2568.306011,Flanders,Heist-op-den-Berg
RBU55469,Trambruglei,2220,House,Residence,478985,4,183,0,0,0,1,,1,,0,New,Antwerp,2617.404372,Flanders,Heist-op-den-Berg
RBU55466,Trambruglei,2220,House,Residence,495858,4,183,0,0,0,1,,1,,0,New,Antwerp,2709.606557,Flanders,Heist-op-den-Berg
RBU55473,Hoge Brugstraat 25,2220,House,Residence,499000,4,221,0,0,0,1,,1,,0,New,Antwerp,2257.918552,Flanders,Heist-op-den-Berg
RBU55459,Hoge Brugstraat 25,2220,House,Residence,500510,4,183,0,0,0,1,,1,,0,New,Antwerp,2735.027322,Flanders,Heist-op-den-Berg
RBU36148,Diepvenneke 44 B,2350,House,Residence,615000,4,282,0,0,0,1,24,1,3,0,New,Antwerp,2180.851064,Flanders,Vosselaar
RBU32449,Burgemeester J. Van Aperenstraat 58a,2320,House,Residence,569000,4,206,0,0,0,1,18,1,3,0,New,Antwerp,2762.135922,Flanders,Hoogstraten
RBU32448,Burgemeester J. Van Aperenstraat 56b,2320,House,Residence,569000,4,212,0,0,0,1,18,1,3,0,New,Antwerp,2683.962264,Flanders,Hoogstraten
RBU32450,Burgemeester J. Van Aperenstraat 58b,2320,House,Residence,589000,4,185,0,0,0,1,18,1,3,0,New,Antwerp,3183.783784,Flanders,Hoogstraten
RBU32447,Burgemeester J. Van Aperenstraat 56a,2320,House,Residence,589000,4,182,0,0,0,1,18,1,3,0,New,Antwerp,3236.263736,Flanders,Hoogstraten
RBT30851,Stationsstraat 33,2590,House,Residence,325000,2,118,1,0,0,1,17,1,3,0,New,Antwerp,2754.237288,Flanders,Berlaar
RBT30841,Stationsstraat 33,2590,House,Residence,399000,3,151,1,0,0,1,16,1,3,0,New,Antwerp,2642.384106,Flanders,Berlaar
RBT30849,Stationsstraat 33,2590,House,Residence,373000,3,135,1,0,0,1,17,1,3,0,New,Antwerp,2762.962963,Flanders,Berlaar
RBT30848,Stationsstraat 33,2590,House,Residence,399000,3,156,1,0,0,1,18,1,3,0,New,Antwerp,2557.692308,Flanders,Berlaar
RBT30846,Stationsstraat 33,2590,House,Residence,383000,3,138,1,0,0,1,17,1,3,0,New,Antwerp,2775.362319,Flanders,Berlaar
RBT30845,Stationsstraat 33,2590,House,Residence,379000,3,138,1,0,0,1,18,1,3,0,New,Antwerp,2746.376812,Flanders,Berlaar
RBT30843,Stationsstraat 33,2590,House,Residence,347000,3,133,1,0,0,1,17,1,3,0,New,Antwerp,2609.022556,Flanders,Berlaar
RBT30842,Stationsstraat 33,2590,House,Residence,347000,3,137,1,0,0,1,17,1,3,0,New,Antwerp,2532.846715,Flanders,Berlaar
RBU32495,Geelsebaan 51,2430,Apartment,Apartment,250000,1,89,0,0,0,1,10,0,,0,New,Antwerp,2808.988764,Flanders,Laakdal
RBU32493,Geelsebaan 51,2430,Apartment,Apartment,289000,2,98,0,0,0,1,27,0,,0,New,Antwerp,2948.979592,Flanders,Laakdal
RBU32494,Geelsebaan 51,2430,Apartment,Apartment,339000,2,114,0,0,0,1,15,0,,0,New,Antwerp,2973.684211,Flanders,Laakdal
